Make,Model,Drivetrain,Body Style,Transmission_Type,Engine_Cylinders
Volkswagen,Eurovan,Front-wheel drive,Van/Minivan,Manual,I5
Subaru,Impreza,4WD/AWD,Coupe,Automatic,H4
Chevrolet,Silverado,Rear-wheel drive,SUV/Crossover,Automatic,V8
Dodge,Intrepid,Front-wheel drive,Sedan,Automatic,V6
Isuzu,Trooper,4WD/AWD,SUV/Crossover,Automatic,V6
Buick,LeSabre,Front-wheel drive,Sedan,Automatic,V6
Nissan,Pathfinder,4WD/AWD,SUV/Crossover,Manual,V6
Chevrolet,Silverado,4WD/AWD,Truck,Manual,V8
Nissan,Pathfinder,4WD/AWD,SUV/Crossover,Automatic,V6
Dodge,Ram,Rear-wheel drive,Truck,Manual,V6
Toyota,Tacoma,Rear-wheel drive,Truck,Manual,I4
Audi,TT,Front-wheel drive,Coupe,Manual,I4
Subaru,WRX STI,4WD/AWD,Wagon,Manual,H4
Honda,Insight,Front-wheel drive,Coupe,Manual,I3
Toyota,Celsior,Rear-wheel drive,Sedan,Automatic,V8
Nissan,Stagea,4WD/AWD,Wagon,Manual,I6
Audi,A2,Front-wheel drive,Hatchback,Manual,I4
Oldsmobile,Alero,Front-wheel drive,Coupe,Automatic,I4
Daihatsu,Mira,Front-wheel drive,Hatchback,Automatic,I3
Nissan,R34 Skyline,Rear-wheel drive,Coupe,Manual,I6
Nissan,Stagea,4WD/AWD,Wagon,Automatic,I6
Toyota,Land Cruiser,4WD/AWD,SUV/Crossover,Automatic,I6
Toyota,Crown,Rear-wheel drive,Sedan,Automatic,I6
Suzuki,Vitara,Rear-wheel drive,SUV/Crossover,Manual,I4
Toyota,4Runner,4WD/AWD,SUV/Crossover,Manual,V6
Honda,Torneo,Front-wheel drive,Sedan,Automatic,I4
Toyota,Origin,Rear-wheel drive,Sedan,Automatic,I6
Volkswagen,Beetle,Front-wheel drive,Truck,Automatic,I4
Jeep,Cherokee,Rear-wheel drive,SUV/Crossover,Automatic,I6
Daihatsu,Naked,Front-wheel drive,Hatchback,Manual,I3
Saturn,LW1,Front-wheel drive,Wagon,Automatic,I4
Toyota,WiLL Vi,Front-wheel drive,Sedan,Automatic,I4
Toyota,Crown,4WD/AWD,Sedan,Automatic,I6
Mitsubishi,Pajero Mini,4WD/AWD,SUV/Crossover,Automatic,I4
Skoda,Felicia,Front-wheel drive,Truck,Manual,I4
Toyota,Hilux,4WD/AWD,Truck,Manual,I4
Suzuki,Carry Truck,4WD/AWD,Truck,Manual,I3
Toyota,FunCargo,Front-wheel drive,Van/Minivan,Automatic,I4
Honda,Odyssey,Front-wheel drive,Van/Minivan,Automatic,I4
Mitsubishi,Minicab,Rear-wheel drive,Truck,Manual,I3
Nissan,R34 Skyline,4WD/AWD,Coupe,Manual,I6
Honda,Acty,4WD/AWD,Truck,Manual,I3
Daihatsu,Hijet,4WD/AWD,Truck,Manual,I3
Daihatsu,Hijet,Rear-wheel drive,Truck,Manual,I3
Toyota,HiAce,4WD/AWD,Van/Minivan,Automatic,I4
Subaru,Sambar,4WD/AWD,Truck,Manual,I4
Daihatsu,Hijet,Rear-wheel drive,Van/Minivan,Manual,I3
Suzuki,Jimny,4WD/AWD,SUV/Crossover,Manual,I3
Renault,Clio,Front-wheel drive,Hatchback,Manual,I4
Toyota,Crown,Rear-wheel drive,Wagon,Automatic,I6
Toyota,Solara,Front-wheel drive,Coupe,Automatic,V6
Dodge,Neon,Front-wheel drive,Sedan,Automatic,I4
Chevrolet,Astro,Rear-wheel drive,Van/Minivan,Automatic,V6
Saab,9-3,Front-wheel drive,Sedan,Manual,I4
Oldsmobile,Bravada,4WD/AWD,SUV/Crossover,Automatic,V6
Honda,Prelude,4WD/AWD,Coupe,Manual,I4
Ferrari,550,Rear-wheel drive,Coupe,Manual,V12
Mazda,B3000,Rear-wheel drive,Truck,Manual,V6
Ford,Contour,Front-wheel drive,Sedan,Manual,V6
Lexus,SC,Rear-wheel drive,Coupe,Automatic,I6
Cadillac,DeVille,Front-wheel drive,Wagon,Automatic,V8
Chevrolet,C/K Series,4WD/AWD,Truck,Automatic,V8
Acura,Integra,Front-wheel drive,Coupe,Automatic,I4
Plymouth,Neon,Front-wheel drive,Sedan,Automatic,I4
Ford,F-150,Rear-wheel drive,Truck,Manual,I6
Corbin,Sparrow,Rear-wheel drive,Coupe,Automatic,Electric
Toyota,4Runner,4WD/AWD,SUV/Crossover,Manual,V8
Chevrolet,C/K Series,Rear-wheel drive,Truck,Manual,V8
Honda,Accord,Front-wheel drive,Coupe,Automatic,I4
Mercedes-Benz,W210 E55 AMG,Rear-wheel drive,Sedan,Manual,V8
Plymouth,Prowler,Rear-wheel drive,Convertible,Automatic,V6
E-One,110,Rear-wheel drive,Truck,Automatic,I6
Ford,Super Duty,Rear-wheel drive,Truck,Manual,V8
Cadillac,DeVille,Front-wheel drive,Sedan,Automatic,V8
Chevrolet,Silverado,Rear-wheel drive,Truck,Manual,V8
Toyota,Avalon,Front-wheel drive,Sedan,Automatic,V6
Porsche,996 911,Rear-wheel drive,Convertible,Manual,V8
Jeep,Cherokee,4WD/AWD,SUV/Crossover,Manual,I6
BMW,Alpina B3 3.3,Rear-wheel drive,Sedan,Manual,I6
Audi,A6,Front-wheel drive,Sedan,Automatic,V6
Subaru,Impreza,4WD/AWD,Sedan,Automatic,H4
Qvale,Mangusta,Rear-wheel drive,Convertible,Manual,V8
Volkswagen,Beetle,4WD/AWD,Hatchback,Manual,I4
Toyota,4Runner,Rear-wheel drive,SUV/Crossover,Automatic,I4
Radical,Prosport,Rear-wheel drive,Convertible,Manual,I4
Nissan,Elgrand,Rear-wheel drive,Van/Minivan,Automatic,V6
Fiat,Multipla,Front-wheel drive,Van/Minivan,Manual,I4
Suzuki,Jimny,4WD/AWD,SUV/Crossover,Automatic,I3
Honda,Vamos,Rear-wheel drive,Van/Minivan,Automatic,I3
Suzuki,Carry Truck,Rear-wheel drive,Truck,Automatic,I3
Nissan,Silvia,Rear-wheel drive,Coupe,Manual,I4
Daihatsu,Atrai,4WD/AWD,Van/Minivan,Manual,I3
Suzuki,Alto,Front-wheel drive,Hatchback,Automatic,I3
BMW,E36 M3,Rear-wheel drive,Coupe,Manual,I6
Mitsubishi,Eclipse,Front-wheel drive,Coupe,Automatic,I4
BMW,3 Series,Rear-wheel drive,Hatchback,Manual,I4
BMW,E36 M3,Rear-wheel drive,Convertible,Manual,I6
Mazda,FD RX-7,Rear-wheel drive,Coupe,Manual,Rotary
Citroen,Xsara,Front-wheel drive,Wagon,Automatic,I4
Nissan,Gloria,Rear-wheel drive,Sedan,Automatic,V6
Toyota,Land Cruiser,4WD/AWD,SUV/Crossover,Manual,I6
Volkswagen,Lupo,Front-wheel drive,Hatchback,Manual,I4
Toyota,Altezza,Rear-wheel drive,Sedan,Automatic,I4
BMW,E36 M3,Rear-wheel drive,Convertible,Automatic,I6
Honda,Life,Front-wheel drive,Hatchback,Automatic,I3
Nissan,Terrano,4WD/AWD,SUV/Crossover,Automatic,I4
Nissan,Stagea,Rear-wheel drive,Wagon,Manual,I6
Toyota,Land Cruiser,4WD/AWD,SUV/Crossover,Automatic,V6
Mercedes-Benz,S-Class,Rear-wheel drive,Sedan,Automatic,I6
Toyota,Altezza,Rear-wheel drive,Sedan,Manual,I4
Nissan,Cedric,Rear-wheel drive,Sedan,Automatic,V6
Mitsubishi,3000GT,4WD/AWD,Coupe,Manual,V6
Toyota,Caldina,4WD/AWD,Wagon,Automatic,I4
Land Rover,Defender,4WD/AWD,SUV/Crossover,Manual,I4
Opel,Astra,Front-wheel drive,Sedan,Automatic,I4
Honda,S-MX,Front-wheel drive,Van/Minivan,Automatic,I4
Toyota,Century,Rear-wheel drive,Sedan,Automatic,V12
BMW,3 Series,Rear-wheel drive,Hatchback,Automatic,I4
Alfa Romeo,156,Front-wheel drive,Sedan,Automatic,I4
Mitsubishi,Pajero,4WD/AWD,SUV/Crossover,Automatic,V6
Daihatsu,Terios,4WD/AWD,SUV/Crossover,Manual,I3
Honda,Logo,Front-wheel drive,Hatchback,Automatic,I4
Suzuki,Alto,4WD/AWD,Hatchback,Manual,I3
Nissan,Stagea,Rear-wheel drive,Wagon,Automatic,I6
Suzuki,Wagon R,Front-wheel drive,Hatchback,Manual,I3
Volkswagen,Polo,Front-wheel drive,Hatchback,Automatic,I4
Mitsubishi,Minicab,4WD/AWD,Truck,Manual,I3
Nissan,Silvia,Rear-wheel drive,Coupe,Automatic,I4
Nissan,R34 Skyline,Rear-wheel drive,Sedan,Manual,I6
Suzuki,Every,Rear-wheel drive,Van/Minivan,Automatic,I3
Toyota,HiAce,Rear-wheel drive,Van/Minivan,Automatic,I4
Honda,Vamos,4WD/AWD,Van/Minivan,Manual,I3
Mitsubishi,Town Box,Rear-wheel drive,Van/Minivan,Automatic,I4
Suzuki,Kei,Front-wheel drive,Hatchback,Manual,I3
Toyota,Land Cruiser,4WD/AWD,SUV/Crossover,Manual,I4
Honda,Acty,4WD/AWD,Van/Minivan,Manual,I3
Honda,Stepwgn,Front-wheel drive,Van/Minivan,Automatic,I4
Toyota,Hilux,4WD/AWD,SUV/Crossover,Automatic,I4
Suzuki,Every,Rear-wheel drive,Van/Minivan,Manual,I3
Honda,Life,Front-wheel drive,Hatchback,Manual,I3
Toyota,Cresta,4WD/AWD,Sedan,Automatic,I6
Toyota,Estima,4WD/AWD,Van/Minivan,Automatic,I4
Honda,Civic,Front-wheel drive,Hatchback,Automatic,I4
Ferrari,F355,Rear-wheel drive,Convertible,Manual,V8
Nissan,March,Front-wheel drive,Convertible,Automatic,I4
Honda,Z,4WD/AWD,Hatchback,Automatic,I3
Nissan,Largo,Rear-wheel drive,Van/Minivan,Automatic,I4
Toyota,Progres,Rear-wheel drive,Sedan,Automatic,I6
Toyota,Vista,4WD/AWD,Wagon,Automatic,I4
Nissan,R34 Skyline,Rear-wheel drive,Sedan,Automatic,I6
Mitsubishi,Legnum,4WD/AWD,Wagon,Automatic,V6
Mercedes-Benz,A-Class,Front-wheel drive,Hatchback,Automatic,I4
Daihatsu,Move,Front-wheel drive,Van/Minivan,Automatic,I4
Land Rover,Defender,4WD/AWD,Truck,Manual,I5
Toyota,Cami,4WD/AWD,SUV/Crossover,Automatic,I4
Saab,9-3,Front-wheel drive,Coupe,Manual,I4
BMW,3 Series,Rear-wheel drive,Wagon,Manual,I4
Ferrari,F355,Rear-wheel drive,Convertible,Automatic,V8
Mitsubishi,Eclipse,Front-wheel drive,Convertible,Automatic,I4
Honda,HR-V,4WD/AWD,SUV/Crossover,Manual,I4
Honda,Acty,Rear-wheel drive,Truck,Manual,I3
Suzuki,Grand Vitara,4WD/AWD,SUV/Crossover,Automatic,V6
Daihatsu,Terios,4WD/AWD,SUV/Crossover,Automatic,I3
GMC,Suburban,4WD/AWD,SUV/Crossover,Automatic,V8
Infiniti,QX4,4WD/AWD,SUV/Crossover,Automatic,V6
Lamborghini,Diablo,4WD/AWD,Convertible,Manual,V12
Ford,Expedition,4WD/AWD,SUV/Crossover,Automatic,V8
Mercedes-Benz,W210 E55 AMG,Rear-wheel drive,Wagon,Automatic,V8
Mitsubishi,3000GT,Front-wheel drive,Coupe,Manual,V6
Shelby,Series 1,Rear-wheel drive,Convertible,Manual,V8
Honda,Civic,Front-wheel drive,Coupe,Automatic,I4
Cadillac,Eldorado,Front-wheel drive,Convertible,Automatic,V8
Ford,Super Duty,4WD/AWD,Truck,Manual,V10
Mercedes-Benz,R129 SL,Rear-wheel drive,Coupe,Automatic,V8
Toyota,Camry,Front-wheel drive,Coupe,Manual,V6
Ford,Taurus,Front-wheel drive,Sedan,Automatic,V8
Infiniti,I30,Front-wheel drive,Sedan,Automatic,V6
Hummer,H1,4WD/AWD,SUV/Crossover,Automatic,I4
Mitsubishi,Eclipse,4WD/AWD,Coupe,Manual,I4
Rover,Mini,Front-wheel drive,Hatchback,Manual,I4
Nissan,Leopard,Rear-wheel drive,Sedan,Automatic,V6
Mazda,MPV,4WD/AWD,Van/Minivan,Automatic,V6
Nissan,200SX,Front-wheel drive,Coupe,Manual,I4
BMW,E36 M3,Rear-wheel drive,Sedan,Manual,I6
Mitsubishi,Pajero Jr,4WD/AWD,SUV/Crossover,Automatic,I4
Nissan,Atlas,Rear-wheel drive,Truck,Manual,I4
Ford,Falcon,Rear-wheel drive,Sedan,Manual,V8
Nissan,240SX,Rear-wheel drive,Coupe,Automatic,I4
Nissan,Pulsar,Front-wheel drive,Hatchback,Manual,I4
Toyota,Aristo,Rear-wheel drive,Sedan,Automatic,I6
Chrysler,Sebring,Front-wheel drive,Coupe,Automatic,V6
Eagle,Talon,4WD/AWD,Coupe,Manual,I4
Geo,Tracker,Rear-wheel drive,SUV/Crossover,Automatic,I4
Nissan,Patrol,4WD/AWD,SUV/Crossover,Manual,I6
Jeep,Wrangler,4WD/AWD,Truck,Automatic,I6
Mazda,Formula,Rear-wheel drive,Convertible,Manual,Rotary
Porsche,993 911,Rear-wheel drive,Coupe,Manual,H6
Toyota,T100,Rear-wheel drive,Truck,Manual,V6
Mercedes-Benz,A-Class,Front-wheel drive,Hatchback,Manual,I4
Honda,Logo,Front-wheel drive,Hatchback,Manual,I4
Mitsubishi,Pajero,4WD/AWD,SUV/Crossover,Automatic,I4
Mercedes-Benz,C-Class AMG,Rear-wheel drive,Wagon,Automatic,V8
BMW,Z3,Rear-wheel drive,Convertible,Manual,I4
Saab,900,Front-wheel drive,Convertible,Manual,I4
Renault,Spider,Rear-wheel drive,Convertible,Manual,I4
Volkswagen,Mk3 GTI,Front-wheel drive,Hatchback,Manual,I4
Nissan,Patrol,4WD/AWD,SUV/Crossover,Automatic,I6
Panoz,AIV Roadster,Rear-wheel drive,Convertible,Manual,V8
Toyota,Mark II,Rear-wheel drive,Sedan,Automatic,I6
Pontiac,Grand Prix,Front-wheel drive,Coupe,Automatic,V6
Lexus,SC,Rear-wheel drive,Coupe,Manual,I6
Cadillac,Catera,Rear-wheel drive,Sedan,Automatic,V6
Porsche,993 911,Rear-wheel drive,Coupe,Automatic,H6
Suzuki,Carry Truck,Rear-wheel drive,Truck,Manual,I3
Honda,Capa,Front-wheel drive,Hatchback,Automatic,I4
Mitsubishi,Toppo,Front-wheel drive,Van/Minivan,Automatic,I3
GMC,Sierra,4WD/AWD,Truck,Automatic,V6
Mercedes-Benz,Vito,Front-wheel drive,Van/Minivan,Automatic,I4
Nissan,Cima,Rear-wheel drive,Sedan,Automatic,V6
BMW,Z3,Rear-wheel drive,Convertible,Automatic,I4
Daihatsu,Atrai,4WD/AWD,Van/Minivan,Automatic,I3
BMW,E36 M3,Rear-wheel drive,Sedan,Automatic,I6
Mitsubishi,GTO,4WD/AWD,Coupe,Manual,V6
Nissan,Rasheen,4WD/AWD,SUV/Crossover,Automatic,I4
Toyota,Starlet,Front-wheel drive,Hatchback,Manual,I4
BMW,3 Series,Rear-wheel drive,Hatchback,Manual,I6
Toyota,Soarer,Rear-wheel drive,Coupe,Automatic,I6
Peugeot,106,Front-wheel drive,Hatchback,Manual,I4
Mazda,AZ-Wagon,Front-wheel drive,Van/Minivan,Automatic,I3
Suzuki,Samurai,4WD/AWD,SUV/Crossover,Manual,I4
Mitsubishi,Pajero Mini,4WD/AWD,SUV/Crossover,Manual,I4
Nissan,Elgrand,4WD/AWD,Van/Minivan,Automatic,I4
Mitsubishi,RVR,4WD/AWD,Van/Minivan,Manual,I4
MG,F,Rear-wheel drive,Convertible,Manual,I4
Toyota,Hilux,4WD/AWD,SUV/Crossover,Manual,I4
Suzuki,Wagon R,Front-wheel drive,Hatchback,Automatic,I3
BMW,Alpina B10 3.2,Rear-wheel drive,Sedan,Manual,I6
Lamborghini,Diablo,Rear-wheel drive,Coupe,Manual,V12
Mitsubishi,RVR,4WD/AWD,Van/Minivan,Automatic,I4
Fiat,Barchetta,Front-wheel drive,Convertible,Manual,I4
Nissan,R34 Skyline,Rear-wheel drive,Coupe,Automatic,I6
Suzuki,X-90,Rear-wheel drive,Convertible,Manual,I4
Mitsubishi,Toppo,Front-wheel drive,Van/Minivan,Manual,I4
Bentley,Turbo R,Rear-wheel drive,Sedan,Automatic,V8
Toyota,Caldina,4WD/AWD,Wagon,Manual,I4
Mazda,NA Miata,Rear-wheel drive,Convertible,Manual,I4
Volvo,S70,Front-wheel drive,Sedan,Manual,I5
Toyota,Chaser,Rear-wheel drive,Sedan,Automatic,I6
TWIKE,Twike III,Rear-wheel drive,Convertible,Automatic,Electric
Mitsubishi,Pajero Mini,Rear-wheel drive,SUV/Crossover,Automatic,I4
Ford,Telstar,4WD/AWD,Wagon,Automatic,V6
Mitsubishi,Legnum,4WD/AWD,Wagon,Manual,V6
Toyota,Vista,Front-wheel drive,Wagon,Automatic,I4
Subaru,WRX STI,4WD/AWD,Coupe,Manual,H4
Toyota,Starlet,Front-wheel drive,Hatchback,Automatic,I4
Plymouth,Neon,Front-wheel drive,Coupe,Automatic,I4
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Automatic,I5
Other,Kart,Rear-wheel drive,Convertible,Automatic,V8
Suzuki,Sidekick,Rear-wheel drive,SUV/Crossover,Automatic,I4
Daihatsu,Midget,Rear-wheel drive,Truck,Automatic,I3
Toyota,Corolla,4WD/AWD,Hatchback,Automatic,I4
Mitsubishi,Minica,Front-wheel drive,Van/Minivan,Automatic,I4
Nissan,Laurel,Rear-wheel drive,Sedan,Automatic,I6
Lincoln,Continental,Front-wheel drive,Sedan,Automatic,V8
Nissan,R34 Skyline,4WD/AWD,Sedan,Manual,I6
Mitsubishi,Delica,4WD/AWD,Van/Minivan,Automatic,I4
Ford,Explorer,Rear-wheel drive,SUV/Crossover,Automatic,V8
Toyota,Mark II,4WD/AWD,Wagon,Automatic,V6
Nissan,240SX,Rear-wheel drive,Coupe,Manual,V8
Suzuki,Jimny,4WD/AWD,SUV/Crossover,Manual,I4
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Automatic,V6
Fiat,Punto,Front-wheel drive,Hatchback,Manual,I4
Nissan,Frontier,Rear-wheel drive,Truck,Manual,I4
Honda,Acty,Rear-wheel drive,Van/Minivan,Automatic,I3
Toyota,Aristo,Rear-wheel drive,Sedan,Manual,I6
Ford,F-150,4WD/AWD,Truck,Manual,V8
Chevrolet,C/K Series,4WD/AWD,Truck,Manual,V8
Ferrari,F355,Rear-wheel drive,Coupe,Automatic,V8
Mazda,MPV,4WD/AWD,SUV/Crossover,Automatic,V6
Lincoln,Mark VIII,Rear-wheel drive,Coupe,Automatic,V8
Dodge,Dakota,Rear-wheel drive,Truck,Manual,V8
Mitsubishi,Eclipse,Front-wheel drive,Convertible,Manual,I4
Plymouth,Neon,Front-wheel drive,Coupe,Manual,I4
Toyota,RAV4,Front-wheel drive,SUV/Crossover,Manual,I4
Eagle,Talon,Front-wheel drive,Coupe,Automatic,I4
Chevrolet,Suburban,Rear-wheel drive,SUV/Crossover,Automatic,I6
Porsche,993 911,4WD/AWD,Convertible,Manual,H6
BMW,3 Series,Rear-wheel drive,Coupe,Manual,I4
Alfa Romeo,Milano,Rear-wheel drive,Sedan,Manual,V6
Chevrolet,C/K Series,Rear-wheel drive,Truck,Automatic,V6
Jeep,Cherokee,4WD/AWD,SUV/Crossover,Automatic,V8
Volvo,S90,Rear-wheel drive,Sedan,Automatic,I6
Volkswagen,Beetle,Front-wheel drive,Coupe,Manual,I4
Volvo,V90,Rear-wheel drive,Wagon,Automatic,V8
Buick,Riviera,Front-wheel drive,Coupe,Automatic,V6
Aston Martin,DB7,Rear-wheel drive,Coupe,Manual,I6
Lexus,LX,4WD/AWD,SUV/Crossover,Automatic,I6
Honda,Odyssey,Front-wheel drive,Van/Minivan,Automatic,V6
Nissan,R33 Skyline,Rear-wheel drive,Coupe,Manual,I6
Land Rover,Defender,4WD/AWD,Truck,Manual,I4
Mitsubishi,Minicab,4WD/AWD,Truck,Automatic,I3
Rolls-Royce,Silver Dawn,Rear-wheel drive,Sedan,Automatic,V8
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Automatic,I6
Mazda,Bongo,Rear-wheel drive,Van/Minivan,Automatic,V6
Mitsubishi,Eclipse,4WD/AWD,Convertible,Manual,I4
Honda,Del Sol,Front-wheel drive,Convertible,Automatic,I4
Lincoln,Town Car,Rear-wheel drive,Wagon,Automatic,V8
Toyota,Corolla,Front-wheel drive,Van/Minivan,Automatic,I4
Toyota,Dyna,4WD/AWD,Truck,Manual,I4
Toyota,Dyna,Rear-wheel drive,Truck,Manual,I4
BMW,Alpina B6 2.8,Rear-wheel drive,Wagon,Manual,I6
Ram,2500,Rear-wheel drive,Truck,Automatic,I6
Mazda,Bongo,Rear-wheel drive,Truck,Manual,I4
Ford,Super Duty,4WD/AWD,Truck,Automatic,I6
Nissan,Primera,Front-wheel drive,Sedan,Automatic,I4
Suzuki,Cappuccino,Rear-wheel drive,Convertible,Manual,I3
Tommykaira,ZZ,Rear-wheel drive,Convertible,Manual,I4
Nissan,R33 Skyline,Rear-wheel drive,Sedan,Manual,I6
BMW,8 Series,Rear-wheel drive,Coupe,Automatic,V12
Nissan,R'Nessa,4WD/AWD,Wagon,Automatic,I4
Subaru,Vivio,Front-wheel drive,Hatchback,Automatic,I4
Porsche,993 911,Rear-wheel drive,Convertible,Manual,H6
Audi,A8,Front-wheel drive,Sedan,Automatic,V8
Suzuki,Alto,Front-wheel drive,Hatchback,Manual,I3
Toyota,T100,4WD/AWD,Truck,Automatic,V6
Honda,Acty,Rear-wheel drive,Van/Minivan,Manual,I3
Nissan,Laurel,4WD/AWD,Sedan,Automatic,I6
Toyota,MR2,Rear-wheel drive,Coupe,Manual,I4
Toyota,TownAce,4WD/AWD,Van/Minivan,Automatic,I4
Mazda,Bongo,4WD/AWD,Van/Minivan,Manual,I4
Mercedes-Benz,R129 SL,Rear-wheel drive,Convertible,Automatic,I6
Lada,Niva,4WD/AWD,SUV/Crossover,Manual,I4
Nissan,Bluebird,Front-wheel drive,Sedan,Automatic,I4
Acura,CL,Front-wheel drive,Coupe,Manual,I4
Mitsubishi,Bravo,4WD/AWD,Van/Minivan,Manual,I4
Mitsubishi,Minica,Front-wheel drive,Hatchback,Automatic,I4
Pontiac,Firebird,Rear-wheel drive,Coupe,Automatic,V6
MINI,Classic Mini,Front-wheel drive,Coupe,Automatic,I4
Toyota,Hilux,4WD/AWD,Truck,Automatic,I4
Nissan,Cima,Rear-wheel drive,Sedan,Automatic,V8
Toyota,Granvia,4WD/AWD,Van/Minivan,Automatic,I4
Audi,Cabriolet,Front-wheel drive,Convertible,Automatic,V6
Nissan,300ZX,Rear-wheel drive,Coupe,Automatic,V6
Porsche,993 911,4WD/AWD,Coupe,Manual,H6
Mercedes-Benz,C-Class,Rear-wheel drive,Sedan,Automatic,I6
Toyota,Celica,Front-wheel drive,Convertible,Automatic,I4
Nissan,R33 Skyline,4WD/AWD,Coupe,Manual,I6
Porsche,993 911,Rear-wheel drive,Convertible,Manual,Unknown
Lamborghini,Diablo,Rear-wheel drive,Convertible,Manual,V12
Mitsubishi,Pajero,4WD/AWD,SUV/Crossover,Manual,I4
Daihatsu,Move,Front-wheel drive,Van/Minivan,Automatic,I3
Nissan,Atlas,4WD/AWD,Truck,Manual,I4
Nissan,President,Rear-wheel drive,Sedan,Automatic,V8
Toyota,Tercel,Front-wheel drive,Coupe,Automatic,I4
Mazda,Bongo,4WD/AWD,Van/Minivan,Automatic,I4
BAE Systems,M1078,4WD/AWD,Truck,Automatic,I6
Mazda,Bongo,Rear-wheel drive,Van/Minivan,Automatic,I4
Toyota,Mark II,Rear-wheel drive,Sedan,Manual,I6
Toyota,Raum,Front-wheel drive,Van/Minivan,Automatic,I4
Toyota,MR2,Rear-wheel drive,Coupe,Automatic,I4
Honda,Today,4WD/AWD,Hatchback,Manual,I3
Toyota,Corolla,Front-wheel drive,Coupe,Manual,I4
Toyota,Celica,4WD/AWD,Coupe,Manual,I4
Honda,Del Sol,Front-wheel drive,Convertible,Manual,I4
Mitsubishi,Pajero Jr,4WD/AWD,SUV/Crossover,Manual,I4
Mercedes-Benz,C-Class AMG,Rear-wheel drive,Sedan,Manual,I6
Toyota,Chaser,Rear-wheel drive,Sedan,Manual,I6
Citroen,Xantia,Front-wheel drive,Sedan,Manual,V6
Toyota,4Runner,4WD/AWD,SUV/Crossover,Manual,I4
Mitsubishi,Delica,4WD/AWD,Van/Minivan,Automatic,V6
Volkswagen,Beetle,Rear-wheel drive,Coupe,Manual,H4
Ferrari,456,Rear-wheel drive,Coupe,Manual,V12
Land Rover,Defender,4WD/AWD,SUV/Crossover,Manual,V8
BMW,8 Series,Rear-wheel drive,Coupe,Automatic,V8
Nissan,240SX,Rear-wheel drive,Coupe,Manual,I4
Suzuki,Wagon R,Front-wheel drive,Van/Minivan,Automatic,I3
Suzuki,Wagon R,4WD/AWD,Van/Minivan,Manual,I3
Jaguar,XJR,Rear-wheel drive,Sedan,Automatic,I6
Nissan,March,Front-wheel drive,Hatchback,Automatic,I4
Toyota,Land Cruiser,4WD/AWD,SUV/Crossover,Manual,V6
Mitsubishi,Pajero,4WD/AWD,SUV/Crossover,Manual,V6
Toyota,RAV4,4WD/AWD,SUV/Crossover,Automatic,I4
Subaru,Vivio,Front-wheel drive,Hatchback,Manual,I4
Ford,Freda,Rear-wheel drive,Van/Minivan,Automatic,I4
Toyota,Camry,Front-wheel drive,Wagon,Automatic,I4
TVR,Chimaera,Rear-wheel drive,Convertible,Manual,V8
Daihatsu,Terios,4WD/AWD,SUV/Crossover,Automatic,I4
Land Rover,Range Rover,4WD/AWD,SUV/Crossover,Manual,I6
Daihatsu,Rocky,4WD/AWD,SUV/Crossover,Manual,I4
Stewart & Stevenson,FMTV,4WD/AWD,Van/Minivan,Automatic,I6
Volkswagen,Mk3 GTI,Front-wheel drive,Hatchback,Manual,V6
Mercedes-Benz,S-Class,Rear-wheel drive,Coupe,Automatic,V8
Geo,Tracker,Rear-wheel drive,Convertible,Manual,I4
Mercedes-Benz,S-Class,Rear-wheel drive,Coupe,Automatic,V12
Oldsmobile,Aurora,Front-wheel drive,Sedan,Automatic,V8
Land Rover,Discovery,4WD/AWD,SUV/Crossover,Manual,I4
Mazda,NA Miata,Rear-wheel drive,Convertible,Automatic,I4
Jaguar,XJ6,Rear-wheel drive,Sedan,Automatic,I6
Acura,CL,Front-wheel drive,Coupe,Automatic,I4
Subaru,SVX,4WD/AWD,Coupe,Automatic,H6
Subaru,SVX,4WD/AWD,Coupe,Automatic,Other
Ford,Bronco,4WD/AWD,SUV/Crossover,Automatic,V8
Chevrolet,C4 Corvette,Rear-wheel drive,Coupe,Manual,V8
Chevrolet,C4 Corvette,Rear-wheel drive,Coupe,Automatic,V8
Toyota,Mega Cruiser,4WD/AWD,SUV/Crossover,Automatic,I4
Geo,Metro,Front-wheel drive,Sedan,Automatic,I4
Toyota,Liteace,Rear-wheel drive,Truck,Manual,I4
Toyota,Celica,Front-wheel drive,Coupe,Automatic,I4
Toyota,MR2,Rear-wheel drive,Convertible,Manual,I4
Chevrolet,Impala,Rear-wheel drive,Sedan,Automatic,V8
Land Rover,Discovery,4WD/AWD,SUV/Crossover,Manual,V8
Honda,Passport,4WD/AWD,SUV/Crossover,Manual,V6
Volkswagen,Bus,Rear-wheel drive,Van/Minivan,Manual,H4
Volkswagen,Cabriolet,Front-wheel drive,Convertible,Manual,I4
Buick,Roadmaster,Rear-wheel drive,Wagon,Automatic,V8
BMW,3 Series,Rear-wheel drive,Convertible,Manual,I4
Rover,Mini,Front-wheel drive,Coupe,Manual,I4
Oldsmobile,Cutlass,Front-wheel drive,Wagon,Automatic,V6
Volvo,850,Front-wheel drive,Wagon,Automatic,I5
Acura,Integra,Front-wheel drive,Sedan,Automatic,I4
